	ntype
UMLS:C1858723	condition
HGNC:20788	protein
UMLS:C1835664	condition
UMLS:C0036069	condition
UMLS:C0432197	condition
UMLS:C1865644	condition
HGNC:25662	protein
UMLS:C1835662	condition
UMLS:C4015643	condition
HGNC:26291	protein
UMLS:C1859568	condition
UMLS:C0270855	condition
HGNC:16001	protein
UMLS:C0342873	condition
UMLS:C1833503	condition
UMLS:C3280556	condition
UMLS:C2931006	condition
HGNC:20041	protein
UMLS:C4225315	condition
UMLS:C4225316	condition
HGNC:25660	protein
UMLS:C3151186	condition
UMLS:C0795833	condition
HGNC:30788	protein
UMLS:C4225197	condition
HGNC:24039	protein
UMLS:C0021847	condition
UMLS:C1969799	condition
UMLS:C3550904	condition
HGNC:23230	protein
UMLS:C4310700	condition
UMLS:C3809965	condition
UMLS:C1855995	condition
UMLS:C3888081	condition
UMLS:C3151227	condition
HGNC:2799	protein
UMLS:C4014987	condition
UMLS:C0018523	condition
HGNC:25784	protein
UMLS:C0342286	condition
UMLS:C4225319	condition
HGNC:26169	protein
UMLS:C2677299	condition
HGNC:29021	protein
UMLS:C1857779	condition
UMLS:C1857780	condition
UMLS:C1857821	condition
HGNC:26262	protein
UMLS:C3809853	condition
HGNC:8142	protein
UMLS:C0574084	condition
UMLS:C1833809	condition
HGNC:11226	protein
UMLS:C1858479	condition
UMLS:C4225253	condition
UMLS:C4014668	condition
UMLS:C1843116	condition
HGNC:15508	protein
UMLS:C1838103	condition
UMLS:C0796093	condition
UMLS:C1835492	condition
UMLS:C1857069	condition
UMLS:C1834207	condition
UMLS:C3810230	condition
UMLS:C1843807	condition
HGNC:28422	protein
UMLS:C2676466	condition
UMLS:C1849409	condition
HGNC:29357	protein
UMLS:C3809650	condition
UMLS:C2751259	condition
HGNC:13444	protein
UMLS:C1859726	condition
HGNC:24668	protein
UMLS:C3553720	condition
HGNC:19263	protein
UMLS:C4225168	condition
UMLS:C4225393	condition
UMLS:C3150807	condition
UMLS:C1968689	condition
HGNC:25358	protein
UMLS:C1837015	condition
HGNC:13201	protein
UMLS:C1869114	condition
UMLS:C0300948	condition
UMLS:C0344490	condition
HGNC:2135	protein
UMLS:C1858278	condition
HGNC:15533	protein
UMLS:C3808971	condition
HGNC:28845	protein
UMLS:C1854150	condition
UMLS:C4225323	condition
UMLS:C1839736	condition
HGNC:25360	protein
UMLS:C1868118	condition
HGNC:25461	protein
UMLS:C4310745	condition
HGNC:25280	protein
UMLS:C4310721	condition
UMLS:C3151460	condition
HGNC:18121	protein
UMLS:C1836006	condition
UMLS:C1970236	condition
HGNC:21708	protein
UMLS:C1864041	condition
HGNC:25443	protein
UMLS:C2680446	condition
UMLS:C3280371	condition
UMLS:C3151000	condition
UMLS:C2748536	condition
UMLS:C3150649	condition
HGNC:19194	protein
UMLS:C1864205	condition
HGNC:14628	protein
UMLS:C4310799	condition
HGNC:29935	protein
UMLS:C0403825	condition
HGNC:25356	protein
UMLS:C4015461	condition
HGNC:23405	protein
UMLS:C3808786	condition
HGNC:16438	protein
UMLS:C1857569	condition
UMLS:C1857572	condition
UMLS:C2750450	condition
UMLS:C1836860	condition
HGNC:17550	protein
UMLS:C4479322	condition
HGNC:17416	protein
UMLS:C2931213	condition
HGNC:28880	protein
UMLS:C3275445	condition
UMLS:C3279756	condition
HGNC:13210	protein
UMLS:C1859564	condition
UMLS:C3150808	condition
HGNC:25740	protein
UMLS:C4310657	condition
HGNC:25808	protein
UMLS:C1419614	condition
HGNC:29222	protein
UMLS:C3279997	condition
UMLS:C1835916	condition
UMLS:C0406723	condition
HGNC:26158	protein
UMLS:C2829267	condition
UMLS:C4015344	condition
HGNC:23503	protein
UMLS:C3806275	condition
UMLS:C0020255	condition
UMLS:C4015184	condition
HGNC:25382	protein
UMLS:C2751812	condition
HGNC:21158	protein
UMLS:C3280095	condition
HGNC:18145	protein
UMLS:C0265339	condition
HGNC:28178	protein
UMLS:C4225191	condition
HGNC:18623	protein
UMLS:C1970021	condition
HGNC:15597	protein
UMLS:C3888001	condition
UMLS:C1847973	condition
UMLS:C3554686	condition
HGNC:29634	protein
UMLS:C3280679	condition
UMLS:C3541476	condition
UMLS:C2752067	condition
HGNC:26926	protein
UMLS:C4014954	condition
HGNC:18603	protein
UMLS:C4015552	condition
UMLS:C1854896	condition
HGNC:23204	protein
UMLS:C2675487	condition
HGNC:23216	protein
UMLS:C0268344	condition
UMLS:C3553841	condition
HGNC:29450	protein
UMLS:C1969092	condition
HGNC:23246	protein
UMLS:C3714995	condition
UMLS:C3714998	condition
UMLS:C3808963	condition
HGNC:24587	protein
UMLS:C1864663	condition
UMLS:C1855100	condition
HGNC:18150	protein
UMLS:C4225285	condition
UMLS:C2675184	condition
HGNC:14880	protein
UMLS:C4015447	condition
UMLS:C4225388	condition
HGNC:1552	protein
UMLS:C2751317	condition
HGNC:18647	protein
UMLS:C4225227	condition
UMLS:C0220989	condition
UMLS:C4225289	condition
HGNC:18286	protein
UMLS:C1835865	condition
UMLS:C3151060	condition
UMLS:C2748568	condition
HGNC:25897	protein
UMLS:C4225310	condition
HGNC:14951	protein
UMLS:C4225195	condition
HGNC:21061	protein
UMLS:C3553597	condition
HGNC:28209	protein
UMLS:C3810324	condition
HGNC:779	protein
UMLS:C1832585	condition
UMLS:C3554594	condition
UMLS:C1853490	condition
UMLS:C1842836	condition
HGNC:19190	protein
UMLS:C4014492	condition
HGNC:13780	protein
UMLS:C1836797	condition
UMLS:C1824925	condition
UMLS:C3554129	condition
HGNC:12371	protein
UMLS:C3809634	condition
UMLS:C4310666	condition
HGNC:21734	protein
UMLS:C2678408	condition
UMLS:C1855663	condition
HGNC:29420	protein
UMLS:C4225232	condition
HGNC:25455	protein
UMLS:C4225422	condition
HGNC:8079	protein
UMLS:C1839580	condition
HGNC:25118	protein
UMLS:C4310614	condition
HGNC:18451	protein
UMLS:C3150889	condition
HGNC:25135	protein
UMLS:C3280797	condition
HGNC:25198	protein
UMLS:C4225302	condition
HGNC:28396	protein
UMLS:C0022679	condition
UMLS:C1846357	condition
UMLS:C1853153	condition
UMLS:C3150796	condition
HGNC:19869	protein
UMLS:C1833136	condition
HGNC:20859	protein
UMLS:C2676510	condition
HGNC:26784	protein
UMLS:C3150801	condition
HGNC:29557	protein
UMLS:C2751084	condition
UMLS:C3151267	condition
HGNC:18802	protein
UMLS:C2700431	condition
UMLS:C2673198	condition
UMLS:C0265987	condition
UMLS:C3280309	condition
UMLS:C4310760	condition
HGNC:29861	protein
UMLS:C0344530	condition
HGNC:30220	protein
UMLS:C2677590	condition
HGNC:18622	protein
UMLS:C2931010	condition
HGNC:14550	protein
UMLS:C3150912	condition
UMLS:C1970203	condition
UMLS:C0432255	condition
HGNC:28093	protein
UMLS:C3806174	condition
UMLS:C2675526	condition
HGNC:16205	protein
UMLS:C3554462	condition
HGNC:24245	protein
UMLS:C3809087	condition
HGNC:30078	protein
UMLS:C4310626	condition
UMLS:C4225329	condition
HGNC:28403	protein
UMLS:C4014997	condition
HGNC:28261	protein
UMLS:C4225161	condition
HGNC:14376	protein
UMLS:C4310630	condition
UMLS:C0750927	condition
HGNC:15946	protein
UMLS:C3150833	condition
UMLS:C1865926	condition
UMLS:C1868682	condition
UMLS:C3151405	condition
UMLS:C4015395	condition
HGNC:28927	protein
UMLS:C4014616	condition
UMLS:C3150878	condition
HGNC:20967	protein
UMLS:C4479333	condition
HGNC:25151	protein
UMLS:C3809039	condition
UMLS:C1866294	condition
UMLS:C0342705	condition
HGNC:29521	protein
UMLS:C1857512	condition
UMLS:C0796274	condition
UMLS:C3539507	condition
HGNC:15954	protein
UMLS:C3554226	condition
HGNC:16406	protein
UMLS:C0270853	condition
UMLS:C0268390	condition
UMLS:C0343068	condition
UMLS:C0409818	condition
HGNC:21228	protein
UMLS:C0035258	condition
UMLS:C0040953	condition
HGNC:14344	protein
UMLS:C1854065	condition
HGNC:20661	protein
UMLS:C4225206	condition
HGNC:28303	protein
UMLS:C4015016	condition
HGNC:17989	protein
UMLS:C4310727	condition
HGNC:14468	protein
UMLS:C1847540	condition
UMLS:C0796195	condition
HGNC:16791	protein
UMLS:C4310757	condition
UMLS:C0020481	condition
HGNC:16513	protein
UMLS:C1832978	condition
UMLS:C1847626	condition
UMLS:C1319466	condition
UMLS:C1744559	condition
UMLS:C1860224	condition
UMLS:C2745948	condition
HGNC:14357	protein
UMLS:C0266642	condition
HGNC:16088	protein
UMLS:C3810001	condition
UMLS:C1838657	condition
UMLS:C1846862	condition
HGNC:28929	protein
UMLS:C1860238	condition
HGNC:19125	protein
UMLS:C1836336	condition
UMLS:C4310754	condition
HGNC:19857	protein
UMLS:C4225348	condition
HGNC:20087	protein
UMLS:C1859566	condition
HGNC:10978	protein
UMLS:C4014578	condition
UMLS:C3554182	condition
HGNC:17043	protein
UMLS:C1838192	condition
HGNC:26504	protein
UMLS:C3809798	condition
HGNC:30539	protein
UMLS:C2750790	condition
UMLS:C3553793	condition
UMLS:C3554079	condition
UMLS:C0432242	condition
HGNC:16356	protein
UMLS:C1847089	condition
HGNC:26600	protein
UMLS:C2750234	condition
UMLS:C4225387	condition
HGNC:18183	protein
UMLS:C1866094	condition
HGNC:26624	protein
UMLS:C4310616	condition
UMLS:C0432243	condition
HGNC:4286	protein
UMLS:C3541517	condition
HGNC:18453	protein
UMLS:C4310675	condition
HGNC:15836	protein
UMLS:C1854311	condition
HGNC:25439	protein
UMLS:C4225171	condition
HGNC:28648	protein
UMLS:C0796113	condition
HGNC:970	protein
UMLS:C3892039	condition
HGNC:26498	protein
UMLS:C3150879	condition
HGNC:30528	protein
UMLS:C1857776	condition
HGNC:30372	protein
UMLS:C3809209	condition
UMLS:C0268514	condition
UMLS:C1291386	condition
UMLS:C1857252	condition
UMLS:C1835933	condition
HGNC:22448	protein
UMLS:C1969060	condition
HGNC:17185	protein
UMLS:C1863926	condition
UMLS:C3539494	condition
HGNC:32940	protein
UMLS:C1857586	condition
UMLS:C0086649	condition
UMLS:C4225287	condition
UMLS:C0432268	condition
HGNC:26392	protein
HGNC:16252	protein
UMLS:C4310674	condition
UMLS:C1865974	condition
UMLS:C1853271	condition
UMLS:C2676254	condition
UMLS:C0796012	condition
UMLS:C2675186	condition
UMLS:C1858351	condition
HGNC:1713	protein
UMLS:C0271933	condition
HGNC:16378	protein
UMLS:C1846896	condition
HGNC:14304	protein
UMLS:C4225389	condition
HGNC:18085	protein
UMLS:C4225190	condition
HGNC:20474	protein
HGNC:29426	protein
UMLS:C0340834	condition
HGNC:15718	protein
UMLS:C1854310	condition
HGNC:10891	protein
UMLS:C1970479	condition
UMLS:C0268060	condition
UMLS:C1865614	condition
UMLS:C1855466	condition
UMLS:C4225360	condition
HGNC:26877	protein
UMLS:C0795940	condition
UMLS:C4015474	condition
UMLS:C0268654	condition
UMLS:C0543541	condition
HGNC:33699	protein
UMLS:C0678213	condition
HGNC:21957	protein
UMLS:C2673257	condition
HGNC:27230	protein
UMLS:C0392475	condition
HGNC:27232	protein
UMLS:C3281045	condition
UMLS:C3281046	condition
UMLS:C4049066	condition
UMLS:C4319932	condition
HGNC:2183	protein
UMLS:C0265223	condition
UMLS:C1855425	condition
UMLS:C2750433	condition
HGNC:16035	protein
UMLS:C1863561	condition
HGNC:21493	protein
UMLS:C3809641	condition
HGNC:20249	protein
UMLS:C1969623	condition
UMLS:C0268543	condition
UMLS:C2609071	condition
UMLS:C4225339	condition
HGNC:18712	protein
UMLS:C4479539	condition
HGNC:25403	protein
UMLS:C4225338	condition
HGNC:20193	protein
UMLS:C3810376	condition
HGNC:16517	protein
UMLS:C0085576	condition
UMLS:C2677792	condition
UMLS:C4225276	condition
HGNC:26648	protein
UMLS:C1859570	condition
UMLS:C1855109	condition
HGNC:31923	protein
UMLS:C1858301	condition
HGNC:18053	protein
UMLS:C4310668	condition
HGNC:24154	protein
UMLS:C1842691	condition
UMLS:C1835897	condition
HGNC:28510	protein
UMLS:C1857775	condition
HGNC:18060	protein
UMLS:C0796124	condition
UMLS:C0796244	condition
UMLS:C1846171	condition
UMLS:C1846172	condition
UMLS:C3463992	condition
HGNC:17109	protein
UMLS:C2750787	condition
HGNC:17110	protein
UMLS:C3809567	condition
HGNC:18318	protein
UMLS:C0796232	condition
HGNC:16808	protein
UMLS:C0175692	condition
UMLS:C3280314	condition
HGNC:26551	protein
HGNC:27302	protein
UMLS:C3809165	condition
UMLS:C4225322	condition
UMLS:C1562113	condition
HGNC:25419	protein
UMLS:C2676771	condition
UMLS:C0346010	condition
UMLS:C1868193	condition
HGNC:23147	protein
UMLS:C1837174	condition
UMLS:C2931007	condition
HGNC:26575	protein
UMLS:C3809464	condition
HGNC:26887	protein
UMLS:C4225162	condition
UMLS:C0473586	condition
UMLS:C4014283	condition
HGNC:26724	protein
UMLS:C3809320	condition
HGNC:22082	protein
UMLS:C1839615	condition
HGNC:27337	protein
UMLS:C1833736	condition
UMLS:C1969785	condition
UMLS:C2750076	condition
HGNC:1349	protein
UMLS:C1327919	condition
HGNC:23508	protein
HGNC:26558	protein
UMLS:C1856016	condition
UMLS:C1969621	condition
HGNC:26530	protein
UMLS:C3553676	condition
HGNC:13907	protein
UMLS:C1857299	condition
HGNC:26361	protein
UMLS:C3151356	condition
UMLS:C2748662	condition
HGNC:21253	protein
UMLS:C1853223	condition
UMLS:C1854158	condition
UMLS:C4225312	condition
HGNC:28423	protein
UMLS:C1850625	condition
HGNC:19087	protein
UMLS:C4310618	condition
HGNC:27375	protein
UMLS:C2239351	condition
HGNC:17342	protein
UMLS:C1970841	condition
UMLS:C4015409	condition
UMLS:C1863551	condition
HGNC:23143	protein
UMLS:C3280226	condition
UMLS:C1836780	condition
UMLS:C1838571	condition
UMLS:C4015371	condition
HGNC:26790	protein
UMLS:C2750771	condition
HGNC:19082	protein
UMLS:C3809454	condition
UMLS:C4225398	condition
HGNC:30800	protein
UMLS:C1832992	condition
HGNC:19104	protein
UMLS:C1846979	condition
UMLS:C1847013	condition
HGNC:30836	protein
UMLS:C4014856	condition
HGNC:27424	protein
UMLS:C2750995	condition
HGNC:4713	protein
HGNC:20502	protein
UMLS:C4014762	condition
HGNC:27561	protein
UMLS:C1848526	condition
UMLS:C1856974	condition
UMLS:C1864871	condition
HGNC:13387	protein
UMLS:C3151188	condition
HGNC:23089	protein
UMLS:C4014621	condition
HGNC:9688	protein
UMLS:C2750069	condition
HGNC:18249	protein
UMLS:C1867020	condition
HGNC:24502	protein
HGNC:26582	protein
UMLS:C4225203	condition
UMLS:C0268263	condition
UMLS:C1720864	condition
HGNC:23198	protein
UMLS:C1859486	condition
HGNC:26594	protein
UMLS:C1850792	condition
HGNC:29242	protein
UMLS:C1855305	condition
HGNC:21246	protein
UMLS:C3554355	condition
HGNC:24797	protein
UMLS:C0399376	condition
UMLS:C1857423	condition
HGNC:26894	protein
UMLS:C2750082	condition
HGNC:28741	protein
UMLS:C1864818	condition
HGNC:20406	protein
UMLS:C3810394	condition
HGNC:18829	protein
UMLS:C3554453	condition
UMLS:C1855102	condition
HGNC:24945	protein
UMLS:C4014767	condition
HGNC:1975	protein
UMLS:C1864720	condition
HGNC:25186	protein
UMLS:C1843891	condition
HGNC:25244	protein
UMLS:C3151136	condition
UMLS:C0018609	condition
UMLS:C4014722	condition
HGNC:29433	protein
UMLS:C3806730	condition
HGNC:8516	protein
UMLS:C3554163	condition
UMLS:C4310670	condition
HGNC:32689	protein
UMLS:C4310797	condition
HGNC:19689	protein
UMLS:C1857743	condition
HGNC:16255	protein
UMLS:C3888031	condition
HGNC:24783	protein
UMLS:C3554399	condition
HGNC:21558	protein
UMLS:C2675229	condition
HGNC:21555	protein
UMLS:C1864446	condition
UMLS:C1832386	condition
UMLS:C4225210	condition
UMLS:C3552236	condition
HGNC:28018	protein
UMLS:C2677065	condition
UMLS:C4014531	condition
HGNC:30492	protein
UMLS:C1847554	condition
HGNC:20449	protein
UMLS:C4310659	condition
HGNC:24200	protein
UMLS:C3810325	condition
HGNC:30718	protein
UMLS:C4310722	condition
HGNC:9679	protein
UMLS:C3150654	condition
UMLS:C0796147	condition
UMLS:C1846722	condition
HGNC:21699	protein
UMLS:C1842127	condition
HGNC:26922	protein
UMLS:C3810350	condition
UMLS:C3808739	condition
HGNC:16644	protein
UMLS:C1970414	condition
HGNC:32700	protein
UMLS:C3542550	condition
HGNC:30304	protein
HGNC:31948	protein
UMLS:C3281297	condition
HGNC:20914	protein
UMLS:C3888026	condition
HGNC:31399	protein
UMLS:C4225395	condition
HGNC:34383	protein
UMLS:C3150691	condition
HGNC:24415	protein
UMLS:C3280378	condition
HGNC:31673	protein
UMLS:C1414017	condition
HGNC:32207	protein
UMLS:C0342195	condition
HGNC:33778	protein
UMLS:C1850746	condition
HGNC:13486	protein
UMLS:C4310816	condition
HGNC:37227	protein
UMLS:C1836472	condition
UMLS:C0022738	condition
UMLS:C1861689	condition
UMLS:C2751307	condition
UMLS:C3715164	condition
UMLS:C3554398	condition
UMLS:C4014648	condition
UMLS:C4015513	condition
UMLS:C4017171	condition
UMLS:C0342196	condition
UMLS:C3150913	condition
HGNC:19967	protein
HGNC:31371	protein
UMLS:C3281215	condition
HGNC:24212	protein
UMLS:C1858028	condition
HGNC:29502	protein
UMLS:C1857744	condition
HGNC:33867	protein
HGNC:39433	protein
UMLS:C0026010	condition
UMLS:C3150757	condition
UMLS:C1856251	condition
HGNC:35126	protein
UMLS:C1836206	condition
UMLS:C1843758	condition
HGNC:28358	protein
UMLS:C3152055	condition
UMLS:C4015095	condition
HGNC:32528	protein
UMLS:C1864621	condition
HGNC:32550	protein
UMLS:C4015686	condition
HGNC:39080	protein
UMLS:C2750473	condition
HGNC:50800	protein
UMLS:C0238288	condition
UMLS:C3489725	condition
DRUGBANK:DB00006	drug
DRUGBANK:DB00007	drug
DRUGBANK:DB00180	drug
DRUGBANK:DB00190	drug
DRUGBANK:DB00195	drug
DRUGBANK:DB00235	drug
DRUGBANK:DB00261	drug
DRUGBANK:DB00262	drug
DRUGBANK:DB00264	drug
DRUGBANK:DB00278	drug
DRUGBANK:DB00302	drug
DRUGBANK:DB00327	drug
DRUGBANK:DB00335	drug
DRUGBANK:DB00341	drug
DRUGBANK:DB00348	drug
DRUGBANK:DB00357	drug
DRUGBANK:DB00388	drug
DRUGBANK:DB00437	drug
DRUGBANK:DB00440	drug
DRUGBANK:DB00444	drug
DRUGBANK:DB00465	drug
DRUGBANK:DB00470	drug
DRUGBANK:DB00496	drug
DRUGBANK:DB00501	drug
DRUGBANK:DB00507	drug
DRUGBANK:DB00519	drug
DRUGBANK:DB00547	drug
DRUGBANK:DB00552	drug
DRUGBANK:DB00554	drug
DRUGBANK:DB00584	drug
DRUGBANK:DB00586	drug
DRUGBANK:DB00589	drug
DRUGBANK:DB00620	drug
DRUGBANK:DB00633	drug
DRUGBANK:DB00635	drug
DRUGBANK:DB00640	drug
DRUGBANK:DB00652	drug
DRUGBANK:DB00665	drug
DRUGBANK:DB00672	drug
DRUGBANK:DB00673	drug
DRUGBANK:DB00678	drug
DRUGBANK:DB00691	drug
DRUGBANK:DB00692	drug
DRUGBANK:DB00704	drug
DRUGBANK:DB00712	drug
DRUGBANK:DB00752	drug
DRUGBANK:DB00765	drug
DRUGBANK:DB00788	drug
DRUGBANK:DB00844	drug
DRUGBANK:DB00872	drug
DRUGBANK:DB00917	drug
DRUGBANK:DB00935	drug
DRUGBANK:DB00950	drug
DRUGBANK:DB00967	drug
DRUGBANK:DB00986	drug
DRUGBANK:DB00990	drug
DRUGBANK:DB01011	drug
DRUGBANK:DB01018	drug
DRUGBANK:DB01019	drug
DRUGBANK:DB01024	drug
DRUGBANK:DB01037	drug
DRUGBANK:DB01062	drug
DRUGBANK:DB01085	drug
DRUGBANK:DB01128	drug
DRUGBANK:DB01157	drug
DRUGBANK:DB01171	drug
DRUGBANK:DB01184	drug
DRUGBANK:DB01203	drug
DRUGBANK:DB01204	drug
DRUGBANK:DB01219	drug
DRUGBANK:DB01282	drug
DRUGBANK:DB01340	drug
DRUGBANK:DB01348	drug
DRUGBANK:DB01396	drug
DRUGBANK:DB01400	drug
DRUGBANK:DB01410	drug
DRUGBANK:DB02300	drug
DRUGBANK:DB04931	drug
DRUGBANK:DB04953	drug
DRUGBANK:DB05676	drug
DRUGBANK:DB06207	drug
DRUGBANK:DB06213	drug
DRUGBANK:DB06274	drug
DRUGBANK:DB06282	drug
DRUGBANK:DB06335	drug
DRUGBANK:DB06401	drug
DRUGBANK:DB06403	drug
DRUGBANK:DB06441	drug
DRUGBANK:DB06480	drug
DRUGBANK:DB06594	drug
DRUGBANK:DB06605	drug
DRUGBANK:DB06663	drug
DRUGBANK:DB06709	drug
DRUGBANK:DB06781	drug
DRUGBANK:DB06791	drug
DRUGBANK:DB06825	drug
DRUGBANK:DB08895	drug
DRUGBANK:DB08911	drug
DRUGBANK:DB08932	drug
DRUGBANK:DB09034	drug
DRUGBANK:DB09063	drug
DRUGBANK:DB09064	drug
DRUGBANK:DB09070	drug
DRUGBANK:DB09073	drug
DRUGBANK:DB09080	drug
DRUGBANK:DB11757	drug
DRUGBANK:DB11793	drug
DRUGBANK:DB13166	drug
UMLS:C0236970	condition
UMLS:C0600139	condition
UMLS:C3837958	condition
UMLS:C1861906	condition
UMLS:C0947622	condition
UMLS:C1136382	condition
UMLS:C0345904	condition
UMLS:C1969833	condition
UMLS:C4225353	condition
UMLS:C0205697	condition
UMLS:C0458257	condition
UMLS:C0156147	condition
UMLS:C0281361	condition
UMLS:C1956346	condition
UMLS:C0042024	condition
UMLS:C0236018	condition
UMLS:C1266044	condition
UMLS:C0595929	condition
UMLS:C0220597	condition
UMLS:C3808494	condition
UMLS:C0677886	condition
UMLS:C0206725	condition
UMLS:C1561826	condition
UMLS:C0362046	condition
UMLS:C0000822	condition
UMLS:C1571984	condition
UMLS:C0029459	condition
UMLS:C1456868	condition
UMLS:C2751594	condition
UMLS:C0016977	condition
UMLS:C3887678	condition
DRUGBANK:DB02546	drug
UMLS:C2751683	condition
UMLS:C0028768	condition
UMLS:C1863053	condition
DRUGBANK:DB00559	drug
UMLS:C0020542	condition
UMLS:C0266929	condition
DRUGBANK:DB00864	drug
UMLS:C0027651	condition
UMLS:C2675113	condition
UMLS:C3275959	condition
UMLS:C0270858	condition
UMLS:C0085129	condition
UMLS:C0085207	condition
DRUGBANK:DB01101	drug
UMLS:C0340288	condition
DRUGBANK:DB00390	drug
UMLS:C1835047	condition
DRUGBANK:DB01261	drug
UMLS:C1319314	condition
UMLS:C0029408	condition
DRUGBANK:DB00443	drug
UMLS:C0013403	condition
DRUGBANK:DB01590	drug
UMLS:C0854119	condition
UMLS:C0497327	condition
UMLS:C0524610	condition
UMLS:C0936223	condition
DRUGBANK:DB00524	drug
UMLS:C0728936	condition
UMLS:C0271686	condition
DRUGBANK:DB08877	drug
UMLS:C0027022	condition
UMLS:C0031572	condition
UMLS:C0026650	condition
UMLS:C0086769	condition
UMLS:C0020507	condition
UMLS:C0031149	condition
UMLS:C1864497	condition
UMLS:C0007113	condition
UMLS:C0206726	condition
UMLS:C0035222	condition
UMLS:C0393734	condition
DRUGBANK:DB00484	drug
UMLS:C0238033	condition
UMLS:C0259783	condition
UMLS:C2750441	condition
UMLS:C0205852	condition
DRUGBANK:DB01036	drug
UMLS:C0878773	condition
UMLS:C0239946	condition
UMLS:C0017667	condition
UMLS:C0079774	condition
UMLS:C0005426	condition
UMLS:C1261287	condition
UMLS:C2700438	condition
UMLS:C0152268	condition
UMLS:C0376384	condition
UMLS:C0017168	condition
UMLS:C0233794	condition
UMLS:C0340569	condition
UMLS:C1970441	condition
UMLS:C0154060	condition
UMLS:C0017601	condition
UMLS:C0019337	condition
UMLS:C1956132	condition
UMLS:C0393691	condition
UMLS:C0030920	condition
UMLS:C0018799	condition
UMLS:C0086196	condition
UMLS:C0024302	condition
UMLS:C2711227	condition
UMLS:C0014868	condition
UMLS:C0020651	condition
UMLS:C0730525	condition
UMLS:C0038814	condition
UMLS:C0206682	condition
UMLS:C0085437	condition
UMLS:C0751007	condition
UMLS:C1704328	condition
UMLS:C0036439	condition
UMLS:C0030186	condition
UMLS:C2750825	condition
UMLS:C3263723	condition
UMLS:C0006370	condition
UMLS:C0683322	condition
UMLS:C0036337	condition
UMLS:C0524910	condition
UMLS:C2145472	condition
UMLS:C0917801	condition
DRUGBANK:DB00669	drug
UMLS:C1862876	condition
UMLS:C0085404	condition
UMLS:C0393787	condition
UMLS:C0035435	condition
UMLS:C4310729	condition
DRUGBANK:DB00317	drug
UMLS:C0005001	condition
DRUGBANK:DB01006	drug
DRUGBANK:DB08899	drug
UMLS:C0036220	condition
UMLS:C0023269	condition
UMLS:C0022660	condition
UMLS:C0220615	condition
UMLS:C0019270	condition
UMLS:C0242426	condition
UMLS:C0002171	condition
UMLS:C0424166	condition
UMLS:C0016053	condition
UMLS:C0151878	condition
UMLS:C0917890	condition
UMLS:C0016059	condition
UMLS:C0236969	condition
DRUGBANK:DB01217	drug
UMLS:C0022602	condition
UMLS:C3150693	condition
UMLS:C4025650	condition
UMLS:C1833448	condition
UMLS:C0026948	condition
UMLS:C0236807	condition
UMLS:C0600260	condition
UMLS:C1836230	condition
UMLS:C0040435	condition
UMLS:C0016995	condition
UMLS:C4505456	condition
DRUGBANK:DB09009	drug
UMLS:C0034103	condition
UMLS:C0279633	condition
UMLS:C0042900	condition
UMLS:C0035457	condition
DRUGBANK:DB01597	drug
UMLS:C3714514	condition
UMLS:C0038013	condition
UMLS:C0948008	condition
UMLS:C0302592	condition
UMLS:C0393664	condition
UMLS:C0003811	condition
UMLS:C0520904	condition
UMLS:C0349458	condition
UMLS:C0027430	condition
UMLS:C4074771	condition
UMLS:C0001807	condition
UMLS:C0013473	condition
UMLS:C0029121	condition
UMLS:C0751965	condition
UMLS:C0585362	condition
UMLS:C0000809	condition
UMLS:C0001948	condition
UMLS:C0406317	condition
UMLS:C0020615	condition
UMLS:C1335302	condition
UMLS:C0027720	condition
UMLS:C4048328	condition
UMLS:C0152020	condition
UMLS:C1266121	condition
UMLS:C0041955	condition
UMLS:C0007120	condition
UMLS:C0393554	condition
UMLS:C0702166	condition
UMLS:C1167732	condition
UMLS:C0025517	condition
UMLS:C0017178	condition
UMLS:C1704436	condition
UMLS:C0032461	condition
UMLS:C4310753	condition
UMLS:C0041318	condition
UMLS:C0740277	condition
UMLS:C0022104	condition
UMLS:C0027055	condition
UMLS:C0877015	condition
UMLS:C0221775	condition
UMLS:C0433895	condition
UMLS:C0027429	condition
UMLS:C0042109	condition
UMLS:C0018099	condition
UMLS:C0812413	condition
UMLS:C0270549	condition
UMLS:C0278883	condition
UMLS:C1336839	condition
UMLS:C0016658	condition
UMLS:C0009443	condition
UMLS:C0205643	condition
UMLS:C0496899	condition
UMLS:C0038454	condition
UMLS:C0023448	condition
UMLS:C0037019	condition
UMLS:C0242363	condition
UMLS:C1838021	condition
UMLS:C0013395	condition
UMLS:C0028756	condition
UMLS:C2677079	condition
UMLS:C0206139	condition
UMLS:C0018621	condition
UMLS:C0005138	condition
UMLS:C0023895	condition
UMLS:C0279765	condition
UMLS:C1860861	condition
UMLS:C3714758	condition
UMLS:C1970051	condition
UMLS:C0279593	condition
UMLS:C0852036	condition
DRUGBANK:DB06809	drug
UMLS:C1136321	condition
UMLS:C0018681	condition
UMLS:C1527411	condition
DRUGBANK:DB01259	drug
UMLS:C0279557	condition
UMLS:C0343640	condition
UMLS:C2936258	condition
UMLS:C2677096	condition
UMLS:C1859972	condition
UMLS:C0015967	condition
UMLS:C0269102	condition
UMLS:C0013595	condition
UMLS:C0003862	condition
UMLS:C0017661	condition
UMLS:C2676832	condition
DRUGBANK:DB00989	drug
UMLS:C0279663	condition
UMLS:C0016978	condition
